opportunity_label,type,reason_code,side_pattern,cycles_seen,occurrence_pct,first_cycle,last_cycle,avg_net_profit_usd,min_net_profit_usd,max_net_profit_usd,avg_roi_pct,min_roi_pct,max_roi_pct,avg_required_capital_usd,avg_pair_fill_prob,avg_toxicity,avg_confidence,avg_book_depth_ratio,avg_realized_ev_score,avg_market_volume,median_time_to_resolution_h,median_time_to_resolution_human,realness_score,realness_tier,why,risk_flags,when_money
"Will Trump deport 750,000 or more people in 2025?",correlation_arb,corr_parent_child_buy_liquidity_weighted,BUY/BUY,186,61.59,1,186,10.0136,9.9971,10.0899,45.7491,45.674,46.0978,21.888,1.0,0.0,0.9952,0.21888,0.731059,750282.95,720.0,~4.3w,76.78,Medium-High,persisted 186/302 cycles; high model confidence; moderate depth,none,Typically realized at the later parent/child resolution (~4.3w); earlier convergence exits are possible.
Trump impeached by end of 2026?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,25.61,25.5748,25.6869,94.0411,93.9118,94.3233,27.2328,1.0,0.0,0.997,0.272328,0.731059,427523.32,7641.04,~10.5mo,75.3,Medium-High,persisted 302/302 cycles; high model confidence; moderate depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~10.5mo)."
EdgeX FDV above $1B one day after launch?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,3.307,3.2718,3.3839,60.1266,59.4864,61.5256,5.5,1.0,0.0,0.997,0.055,0.731059,1175994.89,7665.04,~10.5mo,74.38,Medium-High,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~10.5mo)."
Will Trump resign before 2027?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,343.2903,343.2551,343.3671,233.1977,233.1737,233.2499,147.21,1.0,0.0,0.997,1.4721,0.731059,12474.57,7641.04,~10.5mo,70.61,Medium-High,persisted 302/302 cycles; high model confidence; good depth; inventory-dependent; ROI likely notional-inflated,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~10.5mo)."
Will any presidential candidate win outright in the first round of the Brazil election?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,97.459,97.4238,97.5358,132.4405,132.3926,132.5449,73.587,1.0,0.0,0.997,0.73587,0.731059,28049.9,5529.04,~7.6mo,69.1,Medium-High,persisted 302/302 cycles; high model confidence; moderate depth; inventory-dependent; ROI likely notional-inflated,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~7.6mo)."
Will StandX launch a token by March 31?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,1.2501,1.2149,1.327,30.8881,30.0182,32.7867,4.0473,1.0,0.0,0.997,0.040473,0.731059,6897.6,1065.04,~6.3w,59.4,Medium,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~6.3w)."
Will the U.S. test a nuclear weapon by March 31 2026?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,2.7477,2.7124,2.8245,109.0339,107.6368,112.0832,2.52,1.0,0.0,0.997,0.0252,0.731059,94261.54,1041.04,~6.2w,59.39,Medium,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~6.2w)."
MegaETH market cap (FDV) >$2B one day after launch?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,1.1485,1.1133,1.2254,29.2154,28.3197,31.1699,3.9312,1.0,0.0,0.997,0.039312,0.731059,5171840.17,720.0,~4.3w,59.39,Medium,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~4.3w)."
Will Trump resign before 2027?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,0.6222,0.587,0.6991,36.9761,34.8839,41.5424,1.6828,1.0,0.0,0.997,0.016828,0.650694,12474.57,7641.04,~10.5mo,58.68,Medium,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~10.5mo)."
Will the U.S. test a nuclear weapon by March 31 2026?,correlation_arb,corr_parent_child_liquidity_weighted,BUY/SELL,302,100.0,1,302,6.0149,5.9797,6.0917,238.6849,237.2878,241.7342,2.52,1.0,0.0,0.997,0.0252,0.731059,94261.54,1041.04,~6.2w,53.47,Medium,persisted 302/302 cycles; high model confidence; thin depth; inventory-dependent; ROI likely notional-inflated,sell_inventory_required (302),"Requires inventory for SELL leg; cashflow is immediate only on that sale, full edge realization is after close/resolution (~6.2w)."
Cobie mindshare all time high by March 31?,maker_rebalance,,BUY/BUY,267,88.41,1,271,0.3815,0.3559,0.5334,0.7379,0.6884,1.0317,51.7,0.5638,0.0542,0.5421,0.0,0.499557,2495.03,1065.04,~6.3w,51.8,Medium,persisted 267/302 cycles; low model confidence; thin depth,none,Only after both maker legs fill; economic edge usually realized by market resolution (~6.3w) unless manually closed earlier.
